name,primary_url,scanner,desc,package_id,application_id,last_updated,has_downloads,confidence,usefulness,status,evidence_strength,release_url,release_tag,artifact_quality,fork_parent,fork_ahead_by,fork_behind_by,fork_meaningfully_ahead,apk_assets,aab_assets,universal_apk_assets,split_apk_assets,checksum_assets,evidence
PixelCarrierSettings,https://github.com/iKirby/PixelCarrierSettings,github_code,,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Kotlin :: app/src/main/java/me/ikirby/pixelutils/MainActivity.kt"
PowerAct,https://github.com/ryuunoakaihitomi/PowerAct,github_meta,An Android library that can manipulate power-related actions with just few lines of code.,,,2026-02-10T11:10:04+00:00,True,high,medium,new,medium,https://github.com/ryuunoakaihitomi/PowerAct/releases/tag/v1.7.1,v1.7.1,assets_only,,0,0,False,,,,,,"""rikka.shizuku"" in:readme :: ryuunoakaihitomi/PowerAct"
PowerOptimizeEnabler,https://github.com/wxxsfxyzm/PowerOptimizeEnabler,github_meta,Auto switch background limit on Shizuku startup,,,2026-04-28T06:03:26+00:00,True,medium,high,new,medium,https://github.com/wxxsfxyzm/PowerOptimizeEnabler/releases/tag/v1.0,v1.0,installable,,0,0,False,app-release.apk,,,,,"""requires shizuku"" in:readme :: wxxsfxyzm/PowerOptimizeEnabler"
predictive-back-animations-apps,https://github.com/sameerasw/predictive-back-animations-apps,github_meta,"A list of apps that implemented the Android's ""Predictive back animations"" e̶x̶p̶e̶r̶i̶m̶e̶n̶t̶a̶l̶ feature.",,,2026-04-28T03:26:44+00:00,False,medium,medium,new,medium,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" in:readme :: sameerasw/predictive-back-animations-apps"
Privacy Flip,https://github.com/dorumrr/privacyFlip,fdroid,"<p>Privacy Flip automatically manages your device's privacy features based on screen lock/unlock state. When you lock your device, it can disable Wi-Fi, Bluetooth, mobile data, location services, NFC, and even camera/microphone sensors. When you unlock, it intelligently restores the features you want back on.</p><p><b>Works with Root OR Shizuku - Choose your preferred privilege method!</b></p><p><b>Features:</b></p><ul><li>Manage your device privacy based on lock/unlock state</li><li>Dual privilege support: Root OR Shizuku (no root required!)</li><li>Automatic privilege detection (Sui &gt; Root &gt; Shizuku)</li><li>Configurable feature control (Wi-Fi, Bluetooth, Mobile Data, Location, NFC, Camera, Microphone, Airplane Mode, Battery Saver)</li><li>Customizable timing delays (0-60 seconds granular, 2 minutes, or 5 minutes)</li><li>Smart ""only if unused/not connected"" modes for WiFi, Bluetooth, Location</li><li>App exemption system (skip privacy for specific foreground apps)</li><li>Samsung NFC payment override detection with opt-in auto-retry</li><li>Optional Accessibility Service for side button instant-lock support</li><li>Advanced multi-tier Bluetooth connection detection</li><li>Background service for persistent monitoring</li><li>Quick Settings tile integration</li></ul><p><b>Privacy Features Controlled:</b></p><ul><li>Wi-Fi - Disable/enable wireless connectivity</li><li>Bluetooth - Control Bluetooth radio</li><li>Mobile data - Manage cellular data connection</li><li>Location services - Control GPS and location tracking</li><li>NFC - Control NFC sensor</li><li>Camera - Disable/enable camera sensor privacy (Android 12+)</li><li>Microphone - Disable/enable microphone sensor privacy (Android 12+)</li><li>Airplane Mode - Enable on lock (opt-in, disables all radios at once)</li><li>Battery Saver - Enable on lock (opt-in, reduces background activity)</li></ul><p>Note: Camera and microphone ignore custom delays and trigger immediately (if not in use to avoid interrupting calls), due to Android limitations</p><p><b>Requirements:</b></p><ul><li>Android 7.0+ (API level 24)</li><li>Android 12+ (API level 31) for camera/microphone features</li></ul><p><b>Choose your privilege method:</b></p><p><b>Option 1: Shizuku</b> (No root required!) * Shizuku app installed and running * ADB privileges via USB or wireless debugging * Perfect for non-rooted devices</p><p><b>Option 2: Root Access</b> (Recommended for rooted devices) * Root access via Magisk, SuperSU, or similar * Best performance with UID 0 privileges</p><p><b>Option 3: Dhizuku</b> (Device Owner method) * Device set as Device Owner or Profile Owner * No root required, no ADB after setup * Persistent privileges across reboots * Perfect for enterprise/privacy-focused setups</p><p><b>Option 4: Sui</b> (Best of both worlds) * Rooted device with Magisk * Sui Magisk module installed * Best user experience - automatic startup, no prompts</p><p><b>Privacy &amp; Security:</b></p><ul><li>Zero telemetry - No data sent to external servers</li><li>Local storage only - All settings stored on device</li><li>No network permissions - App cannot access internet</li><li>Open source - https://github.com/dorumrr/privacyFlip</li></ul>",io.github.dorumrr.privacyflip,,2026-01-09T00:00:00+00:00,True,high,medium,new,weak,https://github.com/dorumrr/privacyflip,,unknown,,0,0,False,,,,,,"Privacy Flip Manage your device privacy based on lock/unlock state Privacy Flip automatically manages your device's privacy features based on screen lock/unlock state. When you lock your device, it can disable Wi-Fi, Bluetooth, mobile data, location services, NFC, and even camera/microphone sensors."
privacyFlip,https://github.com/dorumrr/privacyFlip,github_meta,Stop leaking data and being tracked when your phone is locked. Automatic lock/unlock privacy control for rooted Android devices 🔐📱✨,,,2026-04-28T03:20:00+00:00,True,medium,high,new,medium,https://github.com/dorumrr/privacyFlip/releases/tag/v2.1.2,v2.1.2,installable,,0,0,False,PrivacyFlip-v2.1.2-release.apk,,,,,"""requires shizuku"" in:readme :: dorumrr/privacyFlip"
Private DNS Quick Setting,https://github.com/flashsphere/private-dns-qs,fdroid,"<p>Configure your preferred DNS modes to toggle in app and toggle your Private DNS mode from your quick settings panel.</p><p>In order to change the Private DNS setting, this app requires the <code>WRITE_SECURE_SETTINGS</code> permission.</p><p>This permission can only be granted either by Shizuku or in an ADB shell.</p><ul><li><p><a href=""https://shizuku.rikka.app/download/"" target=""_blank"" rel=""noindex nofollow noopener"">Shizuku</a></p><p><a href=""https://shizuku.rikka.app/guide/setup/#start-shizuku"" target=""_blank"" rel=""noindex nofollow noopener"">Start Shizuku</a>, then open this app, and the permission should be granted automatically.</p></li><li><p>ADB</p><p>Use the command: <code>adb shell pm grant com.flashsphere.privatednsqs android.permission.WRITE_SECURE_SETTINGS</code></p><p>Check out <a href=""https://private-dns-qs.web.app/help"" target=""_blank"" rel=""noindex nofollow noopener"">private-dns-qs.web.app/help</a> on the steps to use adb to grant the permission.</p></li></ul>",com.flashsphere.privatednsqs,,2025-08-27T00:00:00+00:00,True,high,medium,new,weak,https://private-dns-qs.web.app/help,,unknown,,0,0,False,,,,,,"Private DNS Quick Setting Toggle Private DNS from Quick Settings (needs Shizuku or ADB for initial setup) <p>Configure your preferred DNS modes to toggle in app and toggle your Private DNS mode from your quick settings panel.</p><p>In order to change the Private DNS setting, this app requires the <c"
Private DNS Quick Toggle,https://github.com/karasevm/PrivateDNSAndroid,fdroid,"<p>Private DNS Quick Toggle is a quick settings tile to switch your private dns provider. Supports any number of providers. Makes it easy to turn ad-blocking dns servers on or off with just a single tap.</p><b>Permissions</b><p>Requires WRITE_SECURE_SETTINGS permission to change the private dns settings. The permission must be provided either with Shizuku or <a href=""https://karasevm.github.io/PrivateDNSAndroid/"" target=""_blank"" rel=""noindex nofollow noopener""> manually through adb </a>.</p>",ru.karasevm.privatednstoggle,,2024-11-05T00:00:00+00:00,True,high,medium,new,weak,https://github.com/karasevm/PrivateDNSAndroid,,unknown,,0,0,False,,,,,,Private DNS Quick Toggle Quick settings tile to switch active private DNS server <p>Private DNS Quick Toggle is a quick settings tile to switch your private dns provider. Supports any number of providers. Makes it easy to turn ad-blocking dns servers on or off with just a single tap.</p><b>Permissio
Quick-Tile-Settings,https://github.com/RBN-Apps/Quick-Tile-Settings,github_meta,An Android app that supplies Quick Settings tiles for toggling system preferences. It currently offers Private DNS (Off/Auto/Different Hostnames) and USB Debugging (On/Off) with optional auto-revert.,,,2026-04-29T12:03:33+00:00,True,medium,high,new,medium,https://github.com/RBN-Apps/Quick-Tile-Settings/releases/tag/v1.2.0,v1.2.0,installable,,0,0,False,quick-tile-settings-1.2.0.apk,,,,,"""uses shizuku"" in:readme :: RBN-Apps/Quick-Tile-Settings"
RebootNya,https://github.com/daisukiKaffuChino/RebootNya,fdroid,"<p>RebootNya is a simple yet advanced reboot utility for Android devices.</p><p>It provides convenient access to various reboot options that normally require elevated privileges. The app supports both Root and Shizuku, allowing users to execute reboot commands safely and transparently.</p><p>Features:</p><ul><li>Normal reboot</li><li>Reboot to recovery</li><li>Reboot to bootloader</li><li>App shortcuts support</li><li>Intent-based launch and exit support</li><li>Integration with external automation tools</li><li>Clean Material Design interface</li><li>No ads, no tracking</li></ul><p>Requirements:</p><p>RebootNya requires either:</p><ul><li>Root access, or</li><li>Shizuku (via ADB or root)</li></ul><p>The app does not exploit vulnerabilities or bypass Android security mechanisms. All privileged actions are executed only after explicit user interaction.</p><p>RebootNya is fully open source.</p>",github.daisukikaffuchino.rebootnya,,2026-02-24T00:00:00+00:00,True,high,medium,new,weak,https://github.com/daisukiKaffuChino/RebootNya,,unknown,,0,0,False,,,,,,"RebootNya Advanced reboot utility with Root and Shizuku support. <p>RebootNya is a simple yet advanced reboot utility for Android devices.</p><p>It provides convenient access to various reboot options that normally require elevated privileges. The app supports both Root and Shizuku, allowing users t"
rexfile-old-version,https://github.com/RuYomi/rexfile-old-version,github_meta,,,,2026-04-06T02:58:35+00:00,False,high,medium,new,medium,https://github.com/RuYomi/rexfile-old-version/releases/tag/1.0.7,1.0.7,none,,0,0,False,,,,,,"""rikka.shizuku"" in:readme :: RuYomi/rexfile-old-version"
ripple-android,https://github.com/hussam-alhassan/ripple-android,github_code,An Android app which uses Termux to help install applications to the dual profile on supported devices,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Kotlin :: app/src/main/java/dev/hsx/ripple/pages/AppPage.kt"
RootActivityLauncher,https://github.com/zacharee/RootActivityLauncher,github_code,,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Kotlin :: app/src/main/java/tk/zwander/rootactivitylauncher/util/InfoGetter.kt"
RootlessJamesDSP,https://github.com/ThePBone/RootlessJamesDSP,fdroid,"Use JamesDSP as a system-wide audio processing engine without any root access. This app has several limitations that may be deal-breaking to some people; please read this whole document before using the app. Shizuku (Android 11+) or ADB access via a computer is required for the initial setup. JamesDSP supports the following audio effects: * Limiter control * Output gain control * Auto dynamic range compressor * Dynamic bass boost * Interpolating FIR equalizer * Arbitrary response equalizer (Graphic EQ) * ViPER-DDC * Convolver * Live-programmable DSP (scripting engine for audio effects) * Analog modelling * Soundstage wideness * Crossfeed * Virtual room effect (reverb) Additionally, this app integrates directly with AutoEQ. Using AutoEQ integration, you can search and import frequency responses that aim to correct your headphone to a neutral sound. Go to 'Arbitrary response equalizer > Magnitude response > AutoEQ profiles' to get started. --- Limitations * Apps blocking internal audio capture remain unprocessed (e.g., Spotify, Google Chrome) * Apps using some types of HW-accelerated playback may cause issues and need to be manually excluded (e.g., some Unity games) * Cannot coexist with (some) other audio effect apps (e.g., Wavelet and other apps that make use of the `DynamicsProcessing` Android API) - Apps confirmed working: * YouTube * YouTube Music * Amazon Music * Deezer * Poweramp * Substreamer * Twitch * ... - Unsupported apps include: * Spotify (Note: Spotify ReVanced patch is required to support Spotify) * Google Chrome * SoundCloud * ... --- Translation Please help us translate this app here: https://crowdin.com/project/rootlessjamesdsp To request a new language that isn't enabled on Crowdin yet, please open an issue here on GitHub and I will turn it on.",me.timschneeberger.rootlessjamesdsp,,2023-02-09T00:00:00+00:00,True,high,medium,new,weak,https://github.com/ThePBone/RootlessJamesDSP,,unknown,,0,0,False,,,,,,"RootlessJamesDSP System-wide JamesDSP implementation for non-rooted devices Use JamesDSP as a system-wide audio processing engine without any root access.

This app has several limitations that may be deal-breaking to some people; please read this whole document before using the app. Shizuku (Androi"
RootlessJamesDSP,https://github.com/timschneeb/RootlessJamesDSP,github_code,An implementation of the system-wide JamesDSP audio processing engine for non-rooted Android devices,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: hidden-api-impl/src/main/java/me/timschneeberger/hiddenapi_impl/ShizukuSystemServerApi.java"
roubao,https://github.com/Turbo1123/roubao,github_meta,Android Automation Tool Based on Vision-Language Models,,,2026-04-29T23:57:32+00:00,True,medium,high,new,medium,https://github.com/Turbo1123/roubao/releases/tag/V1.4.2,V1.4.2,installable,,0,0,False,roubao-1.4.2.apk,,,,,"""moe.shizuku"" in:readme :: Turbo1123/roubao"
Running Services Monitor,https://biplobsd.github.io/apps/view/rsm.md,fdroid,"<p>Running Services Monitor helps you monitor running services on your Android device. With a clean and intuitive interface, you can easily view system and user apps and check their status efficiently.</p><p><b>Features</b></p><ul><li>Monitor Running Services: View a comprehensive list of all running services on your device</li><li>Categorized View: Easily switch between All, User, and System apps</li><li>Search Functionality: Quickly find specific apps with the built-in search bar</li><li>App Details: Get detailed information about each app, including package name, version, and more</li><li>Root &amp; Shizuku Integration: First checks for root permission, then falls back to Shizuku for advanced system interactions (where supported)</li><li>Material Design 3: A modern and beautiful UI that adapts to your device's theme</li><li>Dark/Light Mode: Toggle between dark and light themes for comfortable viewing</li><li>Localization: Support for English, Bangla, Chinese languages</li></ul><p><b>Requirements</b></p><p>Essential:</p><ul><li>Android 7.0 (API 24) or higher</li><li>Root access (preferred) OR Shizuku app installed and running</li></ul><p>Permissions:</p><ul><li>QUERY_ALL_PACKAGES - To list all installed apps</li><li>Root permission OR Shizuku permission - The app first checks for root access, then falls back to Shizuku if root is unavailable</li></ul><p><b>How It Works</b></p><p>This app uses root access or Shizuku to execute privileged ADB commands. Starting from Android 8.0 (API 26), the <code>ActivityManager.getRunningServices()</code> API was deprecated and restricted. Third-party apps can no longer query all running services on the device for privacy and security reasons.</p><p>Root access provides the most seamless experience with direct access to system commands and no additional setup required.</p><p>Shizuku provides an alternative for non-rooted devices by running a privileged service that can access system APIs, allowing apps to execute ADB commands without root, working on non-rooted devices via Wireless Debugging (Android 11+) or USB ADB.</p><p>The app checks for root permission first, and if not available, falls back to Shizuku. It executes <code>dumpsys activity services</code> to get running service information, parses the output to extract service details (package name, PID, process name, etc.), and categorizes services into System and User categories.</p><p><b>Limitations</b></p><ul><li>Due to Android security policies, some service information may be limited</li><li>When using Shizuku, the service stops when device reboots</li><li>Dumpsys output format may vary across Android versions</li><li>This app only displays services; it cannot start/stop them</li></ul><p>This app is designed for users who want to monitor running services on their device, similar to the ""Running Services"" feature that was available in Android Developer Options in older Android versions.</p>",me.biplobsd.rsm,,2026-02-22T00:00:00+00:00,True,high,medium,new,weak,https://biplobsd.github.io/apps/view/rsm.md,,unknown,,0,0,False,,,,,,"Running Services Monitor Monitor running services on your Android device with Root or Shizuku Running Services Monitor helps you monitor running services on your Android device. With a clean and intuitive interface, you can easily view system and user apps and check their status efficiently.

<b>Fea"
SAI,https://github.com/Aefyr/SAI,fdroid,"SAI is an app for installing and exporting split APKs - apps that consist of multiple APKs. SAI can install apps using standard Android API, using root access or using Shizuku.",com.aefyr.sai.fdroid,,2019-07-29T00:00:00+00:00,True,high,medium,new,weak,https://github.com/Aefyr/SAI,,unknown,,0,0,False,,,,,,"SAI SAI lets you install and export split APKs SAI is an app for installing and exporting split APKs - apps that consist of multiple APKs.
SAI can install apps using standard Android API, using root access or using Shizuku. https://github.com/Aefyr/SAI"
SAI,https://github.com/Aefyr/SAI,github_code,Android split APKs installer,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: app/src/main/java/com/aefyr/sai/shell/ShizukuShell.java"
Screen Lock,https://github.com/tiendnm/zukulock,fdroid,"<p><b>ZukuLock</b> is a lightweight Android application that allows you to quickly toggle the screen on or off with a single tap. The app utilizes Shizuku to execute the <code>input keyevent 26</code> command, mimicking the physical power button. This is particularly useful for reducing wear and tear on your power button or adding convenience to screen control.</p><p>This app was initially designed for <b>Google Pixel devices</b>, which lack the <b>double-tap-to-lock</b> feature. Most screen lock apps require <b>Accessibility permissions</b>, but enabling Accessibility can lead to certain banking apps in Vietnam (and possibly others globally) blocking access for security reasons. <b>ZukuLock</b> offers a workaround by avoiding Accessibility permissions, allowing you to use banking apps seamlessly.</p><p><br><b>Key Features</b></p><ul><li><b>Quick Screen Toggle:</b> Acts as a virtual power button.</li><li><b>Shizuku Integration:</b> Leverages system-level permissions without requiring root access.</li><li><b>No UI Interruption:</b> Simply tap the app icon to execute the action without launching any additional windows.</li><li><b>Customizable Gestures:</b> Works with launchers like Lawnchair or Nova Launcher to enable double-tap gestures for locking the screen.</li></ul>",com.tiendnm.zukulock,,2025-06-18T00:00:00+00:00,True,high,medium,new,weak,https://github.com/tiendnm/zukulock,,unknown,,0,0,False,,,,,,"Screen Lock toggle the screen on or off with a single tap <p><b>ZukuLock</b> is a lightweight Android application that allows you to quickly toggle the screen on or off with a single tap. The app utilizes Shizuku to execute the <code>input keyevent 26</code> command, mimicking the physical power but"
ScreenOff,https://github.com/WuDi-ZhanShen/ScreenOff,github_code,仅ADB权限即可使用的息屏运行APP，为安卓5.1以上的全部安卓系统补全仅在国产旗舰机上才有的息屏运行功能。A 40KB APP to control your Android's screen to display or not display via Shizuku. Other APPs will CONTINUE working after turning off the screen by this APP.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: app/src/main/java/com/tile/screenoff/MainActivity.java"
sdmaid-se,https://github.com/d4rken-org/sdmaid-se,github_code,SD Maid 2/SE is Android's most thorough cleaning tool.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Kotlin :: app-common-io/src/main/java/eu/darken/sdmse/common/adb/shizuku/ShizukuManager.kt"
SecondScreen,https://github.com/farmerbb/SecondScreen,github_code,Better screen mirroring for Android devices,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: app/src/main/java/com/farmerbb/secondscreen/activity/UnableToStartActivity.java"
SensorsOff,https://github.com/LinerSRT/SensorsOff,github_code,"Return of the manufacturer-deleted SensorsOff tile. If your phone manufacturer absolutely wants to spy on you (Hi Xiaomi :)) and you can't do anything about it, just use this application. Requires Shizuku!",,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Java :: app/src/main/java/ru/liner/sensorprivacy/service/BlockingService.java"
shappky,https://github.com/YasserNull/shappky,github_code,"A simple app to boost performance by stopping background apps, relying on Root/Shizuku permissions.",,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: app/src/main/java/com/yn/shappky/util/ShellManager.java"
ShinGen,https://github.com/Shio2077/ShinGen,github_meta,安卓原神自动对话点击器/Genshin Impact Auto-Conversation Clicker on Android,,,2026-03-31T18:40:46+00:00,True,medium,high,new,medium,https://github.com/Shio2077/ShinGen/releases/tag/V1.4,V1.4,installable,,0,0,False,app-release.apk,,,,,"""requires shizuku"" in:readme :: Shio2077/ShinGen"
Shizuku Apps,https://gitlab.com/mrhyperion/shizuku-apps,gitlab,stars: 0,,,2024-03-17T15:22:48.650000+00:00,False,medium,medium,new,weak,,,unknown,,0,0,False,,,,,,mrhyperion/shizuku-apps
Shizuku-API,https://gitlab.com/Nuzaz/Shizuku-API,gitlab,The API and the developer guide for Shizuku and Sui. | latest tag: v12.1.0 | stars: 0,,,2023-06-04T08:04:22.458000+00:00,False,medium,medium,new,weak,,v12.1.0,unknown,,0,0,False,,,,,,Nuzaz/Shizuku-API
Shizuku-API,https://github.com/RikkaApps/Shizuku-API,github_code,The API and the developer guide for Shizuku and Sui.,,,2026-04-30T09:59:36+00:00,False,high,medium,new,strong,https://github.com/RikkaApps/Shizuku-API/releases/tag/v12.1.0,v12.1.0,none,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: server-shared/src/main/java/rikka/shizuku/server/UserServiceManager.java"
Shizuku-API,https://github.com/binhdeptrai8888/Shizuku-API,github_meta,The API and the developer guide for Shizuku and Sui.,,,2026-03-07T09:16:52+00:00,False,high,medium,new,medium,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" in:readme :: binhdeptrai8888/Shizuku-API"
shizuku-apps,https://gitlab.com/mrhyperionai/shizuku-apps,gitlab,Curated list of awesome Android apps making use of Shizuku app | stars: 1,,,2024-04-04T15:22:24.271000+00:00,False,medium,medium,new,weak,,,unknown,,0,0,False,,,,,,mrhyperionai/shizuku-apps
shizuku-one-click-start,https://github.com/davidevol/shizuku-one-click-start,github_meta,This handy little bat script lets you kick off the Shizuku script on your connected Android device with just a single click - no need to mess with admin privileges. Useful for non-rooted devices.,,,2026-04-17T00:31:49+00:00,True,medium,medium,new,medium,https://github.com/davidevol/shizuku-one-click-start/releases/tag/v1.0,v1.0,assets_only,,0,0,False,,,,,,"""moe.shizuku"" in:readme :: davidevol/shizuku-one-click-start"
Shizuku-Plugin,https://github.com/santhosh-D-subramani/Shizuku-Plugin,github_meta,A flutter Plugin that gives access to shizuku api,,,2026-04-02T12:17:32+00:00,False,high,medium,new,medium,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" in:readme :: santhosh-D-subramani/Shizuku-Plugin"
shizuku4quest,https://github.com/metalex201/shizuku4quest,github_code,A modified version of Shizuku for the quest 3 [WIP],,,2026-02-16T04:19:13+00:00,False,high,medium,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: server/src/main/java/rikka/shizuku/server/ServerConstants.java"
ShizukuHack,https://github.com/zacharee/ShizukuHack,github_code,,,,2026-04-23T08:04:12+00:00,False,high,medium,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: server/src/main/java/rikka/shizuku/server/ShizukuConfig.java"
ShizukuHackApi,https://github.com/zacharee/ShizukuHackApi,github_code,,,,2026-04-18T06:33:44+00:00,False,high,medium,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Java :: api/src/main/java/rikka/shizuku/Shizuku.java"
ShizukuHackApi,https://github.com/emtee40/ShizukuHackApi,github_meta,,,,2025-06-20T10:21:58+00:00,False,high,medium,new,medium,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" in:readme :: emtee40/ShizukuHackApi"
ShizukuPlus-API,https://github.com/thejaustin/ShizukuPlus-API,github_meta,,,,2026-04-30T08:17:36+00:00,False,high,medium,new,medium,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" in:readme :: thejaustin/ShizukuPlus-API"
ShizukuRunner,https://github.com/delmsyap/ShizukuRunner,github_meta,,,,2026-04-28T17:07:49+00:00,False,high,medium,new,medium,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" in:readme :: delmsyap/ShizukuRunner"
ShizuTools,https://github.com/legendsayantan/ShizuTools,github_code,Contains many tools to control android system via shizuku.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Kotlin :: app/src/main/java/com/legendsayantan/adbtools/lib/ShizukuRunner.kt"
ShizuWall,https://github.com/AhmetCanArslan/ShizuWall,github_meta,"Lightweight, no vpn firewall solution for Android 11+",,,2026-04-30T08:06:36+00:00,True,medium,high,new,medium,https://github.com/AhmetCanArslan/ShizuWall/releases/tag/v4.4.1,v4.4.1,installable,,0,0,False,"ShizuWall-4.4.1-fdroid-release.apk, ShizuWall-4.4.1-release.apk",,,,,"""requires shizuku"" in:readme :: AhmetCanArslan/ShizuWall"
SimpleVirtualDisplay,https://github.com/kangrio/SimpleVirtualDisplay,github_meta,open any apps in virtual display require shizuku,,,2026-04-03T11:33:13+00:00,False,medium,medium,new,medium,,,unknown,,0,0,False,,,,,,"""requires shizuku"" in:readme :: kangrio/SimpleVirtualDisplay"
SimpleWear,https://github.com/SimpleAppProjects/SimpleWear,github_code,Control your Android phone from your WearOS watch,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Kotlin :: wearsettings/src/main/java/com/thewizrd/wearsettings/actions/WifiAction.kt"
Smartspacer,https://github.com/KieronQuinn/Smartspacer,github_code,"Smartspacer is a customisable widget for Android, but with a difference: It can upgrade the built in At a Glance on Pixels - without root!",,,2026-04-30T01:51:54+00:00,True,high,high,new,strong,https://github.com/KieronQuinn/Smartspacer/releases/tag/1.10.1,1.10.1,installable,,0,0,False,Smartspacer-v1.10.1.apk,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/java/com/kieronquinn/app/smartspacer/receivers/StartShizukuReceiver.kt"
Sohail,https://github.com/mdsohaol82-svg/Sohail,github_meta,adb shell sh /storage/emulated/0/Android/data/moe.shizuku.privileged.api/start.sh,,,2025-12-17T13:16:32+00:00,False,medium,medium,new,medium,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" in:readme :: mdsohaol82-svg/Sohail"
startfrp,https://github.com/usertest001/startfrp,github_code,Android FRP客户端，FRP Client， FRP Android,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Java :: app/src/main/java/pub/log/startfrp/MyApplication.java"
Stellar,https://github.com/roro2239/Stellar,github_code,Another Shizuku impl,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Kotlin :: shizuku/api/src/main/kotlin/roro/stellar/shizuku/ShizukuCompat.kt"
Stellar-API,https://github.com/roro2239/Stellar-API,github_meta,Stellar API SDK,,,2026-04-28T15:09:17+00:00,False,high,medium,new,medium,https://github.com/roro2239/Stellar-API/releases/tag/1.0.3,1.0.3,none,,0,0,False,,,,,,"""rikka.shizuku"" in:readme :: roro2239/Stellar-API"
StorageRedirect-assets,https://github.com/RikkaApps/StorageRedirect-assets,github_meta,"Assets (rules, apks etc) for Storage Redirect app.",,,2026-04-29T23:22:02+00:00,True,medium,high,new,medium,https://github.com/RikkaApps/StorageRedirect-assets/releases/tag/assets,assets,installable,,0,0,False,"storage-isolation-v8.5.0.r3635.1d6af6b21-arm64-v8a.apk, storage-isolation-v8.5.0.r3635.1d6af6b21-armeabi-v7a.apk, storage-isolation-v8.5.0.r3635.1d6af6b21-x86.apk, storage-isolation-v8.5.0.r3635.1d6af6b21-x86_64.apk, storage-isolation-v8.7.4.r3678.7588f8c7a-arm64-v8a.apk, storage-isolation-v8.7.4.r3678.7588f8c7a-armeabi-v7a.apk, storage-isolation-v8.7.4.r3678.7588f8c7a-x86.apk, storage-isolation-v8.7.4.r3678.7588f8c7a-x86_64.apk, storage-isolation-v8.8.1.r3684.1ff94a9be-arm64-v8a.apk, storage-isolation-v8.8.1.r3684.1ff94a9be-armeabi-v7a.apk, storage-isolation-v8.8.1.r3684.1ff94a9be-x86.apk, storage-isolation-v8.8.1.r3684.1ff94a9be-x86_64.apk",,,"storage-isolation-v8.5.0.r3635.1d6af6b21-arm64-v8a.apk, storage-isolation-v8.5.0.r3635.1d6af6b21-armeabi-v7a.apk, storage-isolation-v8.5.0.r3635.1d6af6b21-x86.apk, storage-isolation-v8.5.0.r3635.1d6af6b21-x86_64.apk, storage-isolation-v8.7.4.r3678.7588f8c7a-arm64-v8a.apk, storage-isolation-v8.7.4.r3678.7588f8c7a-armeabi-v7a.apk, storage-isolation-v8.7.4.r3678.7588f8c7a-x86.apk, storage-isolation-v8.7.4.r3678.7588f8c7a-x86_64.apk, storage-isolation-v8.8.1.r3684.1ff94a9be-arm64-v8a.apk, storage-isolation-v8.8.1.r3684.1ff94a9be-armeabi-v7a.apk, storage-isolation-v8.8.1.r3684.1ff94a9be-x86.apk, storage-isolation-v8.8.1.r3684.1ff94a9be-x86_64.apk",,"""moe.shizuku"" in:readme :: RikkaApps/StorageRedirect-assets"
SubwayBooster,https://github.com/HerrErde/SubwayBooster,github_meta,Because playing games without money is more fun,,,2026-04-21T19:15:50+00:00,True,medium,medium,new,medium,https://github.com/HerrErde/SubwayBooster/releases/tag/3.62.0,3.62.0,assets_only,,0,0,False,,,,,,"""uses shizuku"" in:readme :: HerrErde/SubwayBooster"
